,island,sent_number,token,critical,surprisal
7,1,12,完売,0,1.766897439956670
8,1,12,した,0,3.7911813259124800
9,1,12,役者,1,18.95615577697750
10,1,12,は,1,5.141472339630130
11,1,12,海外,1,12.067133903503400
12,1,12,に招待され,1,10.48582935333250
13,1,12,た,1,3.8992841243743900
14,1,12,。,1,0.5332287549972530
0,1,13,開発した,0,0.0
1,1,13,新,0,10.029352188110400
2,1,13,製品,0,4.735213279724120
3,1,13,が,0,4.566059589385990
4,1,13,今,0,12.471389770507800
5,1,13,朝,0,11.119488716125500
6,1,13,社,0,7.403459072113040
7,1,13,外に,0,13.849076271057100
8,1,13,発表された,0,5.458856105804440
9,1,13,若手,1,21.671100616455100
10,1,13,社員,1,4.027019023895260
11,1,13,は,1,4.322006702423100
12,1,13,誇り,1,17.486482620239300
13,1,13,に,1,2.4387457370758100
14,1,13,思った,1,6.820834636688230
15,1,13,。,1,2.14396595954895
0,1,14,デザイン,0,0.0
1,1,14,した,0,7.959828853607180
2,1,14,ドレス,0,11.25715446472170
3,1,14,が,0,4.308121204376220
4,1,14,大,0,10.015022277832000
5,1,14,勢,0,5.136940002441410
6,1,14,の,0,0.968498945236206
7,1,14,記者,0,11.989814758300800
8,1,14,に,0,2.706085205078130
9,1,14,取材,0,6.390451431274410
10,1,14,された,0,3.4127769470214800
11,1,14,女優,1,19.886232376098600
12,1,14,は,1,5.1937713623046900
13,1,14,自信,1,16.873580932617200
14,1,14,を付けた,1,9.838876724243160
15,1,14,。,1,1.3219507932663000
0,1,15,作った,0,0.0
1,1,15,日本,0,10.053601264953600
2,1,15,酒,0,7.072289943695070
3,1,15,が,0,5.37797737121582
4,1,15,先,0,11.009126663208000
5,1,15,月,0,11.661149024963400
6,1,15,ガイド,0,19.829761505127000
7,1,15,ブック,0,3.781430721282960
8,1,15,で,0,2.655681848526000
9,1,15,特集,0,9.552085876464840
10,1,15,された,0,2.2151901721954300
11,1,15,外国人,1,16.19390106201170
12,1,15,は,1,7.209609031677250
13,1,15,周り,1,17.997365951538100
14,1,15,に,1,2.10541033744812
15,1,15,認められた,1,14.250591278076200
16,1,15,。,1,2.6736106872558600
0,1,16,受けた,0,0.0
1,1,16,難,0,13.026371955871600
2,1,16,病,0,4.0829548835754400
3,1,16,の,0,2.990377902984620
4,1,16,診断,0,6.97023868560791
5,1,16,が,0,4.608156681060790
6,1,16,今,0,11.208565711975100
7,1,16,朝,0,9.568069458007810
8,1,16,社内,0,12.705775260925300
9,1,16,で,0,1.6514338254928600
10,1,16,公表された,0,7.983877658843990
11,1,16,重,1,17.743824005127000
12,1,16,役,1,12.183253288269000
13,1,16,は,1,3.4500160217285200
14,1,16,引き,1,15.056466102600100
15,1,16,継ぎ,1,3.4916632175445600
16,1,16,を始めた,1,13.274085998535200
17,1,16,。,1,1.3543386459350600
