,island,sent_number,token,critical,surprisal
14,1,14,は,1,2.848083257675170
15,1,14,自信,1,10.913004875183100
16,1,14,を,1,2.7155399322509800
17,1,14,付け,1,7.104374885559080
18,1,14,た,1,0.8133453726768490
19,1,14,。,1,0.3449995815753940
20,1,14,</s>,1,3.275808811187740
0,1,15,作っ,0,10.068347930908200
1,1,15,た,0,3.958317279815670
2,1,15,日本,0,6.515133857727050
3,1,15,酒,0,10.501670837402300
4,1,15,が,0,2.665276527404790
5,1,15,先月,0,9.165759086608890
6,1,15,ガイドブック,0,12.51449203491210
7,1,15,で,0,3.1274280548095700
8,1,15,特集,0,10.239266395568800
9,1,15,さ,0,2.31266450881958
10,1,15,れ,0,0.19536222517490400
11,1,15,た,0,0.6488022804260250
12,1,15,外国,1,9.042019844055180
13,1,15,人,1,5.046850204467770
14,1,15,は,1,2.187903881073000
15,1,15,周り,1,10.996901512146000
16,1,15,に,1,2.269125461578370
17,1,15,認め,1,6.369811058044430
18,1,15,られ,1,3.8442654609680200
19,1,15,た,1,0.9139458537101750
20,1,15,。,1,0.48852524161338800
21,1,15,</s>,1,3.4625508785247800
0,1,16,受け,0,9.48213005065918
1,1,16,た,0,4.993696212768560
2,1,16,難病,0,13.863468170166000
3,1,16,の,0,2.3961002826690700
4,1,16,診断,0,9.519864082336430
5,1,16,が,0,2.5223166942596400
6,1,16,今朝,0,13.572227478027300
7,1,16,社内,0,12.258123397827100
8,1,16,で,0,3.002891778945920
9,1,16,公表,0,9.31624698638916
10,1,16,さ,0,1.684765338897710
11,1,16,れ,0,0.34089353680610700
12,1,16,た,0,0.6969586610794070
13,1,16,重役,1,13.811552047729500
14,1,16,は,1,3.1920993328094500
15,1,16,引き継ぎ,1,12.95848274230960
16,1,16,を,1,3.2824134826660200
17,1,16,始め,1,6.024620056152340
18,1,16,た,1,0.7164545655250550
19,1,16,。,1,0.2983406186103820
20,1,16,</s>,1,3.442840814590450
